#Sample ID,genomicsSampleID,Site_Name,Year,Month,Site,domainID,plotID,namedLocation,release,plotType,nlcdClass,elevation,soilTemp,soilMoisture,soilInWaterpH,soilInCaClpH,caclpHRatio,d15N,organicd13C,nitrogenPercent,organicCPercent,CNratio,kclAmmoniumNConc,kclNitrateNitriteNConc
BMI_HVNV5BGXJ_20S_09_0754,RMNP_013-O-20200629-COMP,RMNP_2020-06,2020,6,RMNP,D10,RMNP_013,RMNP_013.basePlot.bgc,RELEASE-2023,distributed,evergreenForest,2645.4,16.6,0.109666667,6.206666667,5.54,7.533333333,-1.066666667,-25.66666667,0.7,15.83,22.9,0.282666667,0.327666667
BMI_HVNV5BGXJ_20S_09_0755,RMNP_041-M-20200701-COMP,RMNP_2020-07,2020,7,RMNP,D10,RMNP_041,RMNP_041.basePlot.bgc,RELEASE-2023,tower,evergreenForest,2749.4,8.133333333,0.063666667,5.87,5.3,2,4.233333333,-25.13333333,0.186666667,3.396666667,18.4,0.106333333,0.033666667
BMI_HVNV5BGXJ_20S_09_0756,RMNP_041-O-20200701-COMP,RMNP_2020-07,2020,7,RMNP,D10,RMNP_041,RMNP_041.basePlot.bgc,RELEASE-2023,tower,evergreenForest,2749.4,8.45,0.1205,6.085,5.315,7.6,1.5,-26.2,0.425,9.45,22.2,0.1315,0.038
BMI_HVNV5BGXJ_20S_09_0757,RMNP_043-M-20200701-COMP,RMNP_2020-07,2020,7,RMNP,D10,RMNP_043,RMNP_043.basePlot.bgc,RELEASE-2023,tower,evergreenForest,2740.4,7.366666667,0.060666667,6.23,5.613333333,2,3.733333333,-25.1,0.126666667,2.623333333,20.8,0.086333333,0.040333333
BMI_HVNV5BGXJ_20S_09_0758,RMNP_043-O-20200701-COMP,RMNP_2020-07,2020,7,RMNP,D10,RMNP_043,RMNP_043.basePlot.bgc,RELEASE-2023,tower,evergreenForest,2740.4,7.366666667,0.169333333,6.126666667,5.09,7.866666667,0.9,-25.83333333,0.636666667,18.24,27.56666667,0.286,0.073333333
BMI_HVNV5BGXJ_20S_09_0759,RMNP_045-M-20200701-COMP,RMNP_2020-07,2020,7,RMNP,D10,RMNP_045,RMNP_045.basePlot.bgc,RELEASE-2023,tower,evergreenForest,2745.2,10.66666667,0.2,5.863333333,5.21,2.033333333,6.333333333,-25.5,0.413333333,4.876666667,11.9,0.170666667,0.050333333
BMI_HVNV5BGXJ_20S_09_0760,RMNP_045-O-20200701-COMP,RMNP_2020-07,2020,7,RMNP,D10,RMNP_045,RMNP_045.basePlot.bgc,RELEASE-2023,tower,evergreenForest,2745.2,10.2,0.657,6.39,5.71,8,2.9,-26.2,1.1,21.62,19.6,0.246,0.039
BMI_HVNV5BGXJ_20S_09_0761,WREF_001-M-20200719-COMP,WREF_2020-07,2020,7,WREF,D16,WREF_001,WREF_001.basePlot.bgc,RELEASE-2023,distributed,evergreenForest,666.4,12,0.258,5.05,4.38,2,0,0,0,0,0,0,0
BMI_HVNV5BGXJ_20S_09_0762,WREF_001-O-20200719-COMP,WREF_2020-07,2020,7,WREF,D16,WREF_001,WREF_001.basePlot.bgc,RELEASE-2023,distributed,evergreenForest,666.4,11,1.289,4.06,3.39,12.7,0,0,0,0,0,0,0
BMI_HVNV5BGXJ_20S_09_0763,WREF_001-O-20200722-COMP,WREF_2020-07,2020,7,WREF,D16,WREF_001,WREF_001.basePlot.bgc,RELEASE-2023,distributed,evergreenForest,666.4,15.6,0.571,3.96,3.29,19.3,0,0,0,0,0,0,0
BMI_HVNV5BGXJ_20S_09_0764,WREF_003-M-20200716-COMP,WREF_2020-07,2020,7,WREF,D16,WREF_003,WREF_003.basePlot.bgc,RELEASE-2023,distributed,evergreenForest,602.1,12,0.286,5.17,4.53,2,0,0,0,0,0,0,0
BMI_HVNV5BGXJ_20S_09_0765,WREF_003-O-20200716-COMP,WREF_2020-07,2020,7,WREF,D16,WREF_003,WREF_003.basePlot.bgc,RELEASE-2023,distributed,evergreenForest,602.1,12.4,0.7505,3.79,3.195,19.4,0,0,0,0,0,0,0
BMI_HVNV5BGXJ_20S_09_0766,WREF_004-O-20200715-COMP,WREF_2020-07,2020,7,WREF,D16,WREF_004,WREF_004.basePlot.bgc,RELEASE-2023,distributed,evergreenForest,567.8,12.9,1.103666667,4.063333333,3.363333333,15.13333333,0,0,0,0,0,0,0
BMI_HVNV5BGXJ_20S_09_0767,WREF_005-O-20200719-COMP,WREF_2020-07,2020,7,WREF,D16,WREF_005,WREF_005.basePlot.bgc,RELEASE-2023,distributed,evergreenForest,677,12.23333333,0.823666667,4.496666667,3.956666667,17,0,0,0,0,0,0,0
BMI_HVNV5BGXJ_20S_09_0768,WREF_007-M-20200722-COMP,WREF_2020-07,2020,7,WREF,D16,WREF_007,WREF_007.basePlot.bgc,RELEASE-2023,distributed,evergreenForest,598.4,13,0.152,4.55,3.91,2,0,0,0,0,0,0,0
BMI_HVNV5BGXJ_20S_09_0769,WREF_007-O-20200722-COMP,WREF_2020-07,2020,7,WREF,D16,WREF_007,WREF_007.basePlot.bgc,RELEASE-2023,distributed,evergreenForest,598.4,14.3,1.315,4.2,3.56,16.4,0,0,0,0,0,0,0
BMI_HVNV5BGXJ_20S_09_0770,WREF_008-M-20200716-COMP,WREF_2020-07,2020,7,WREF,D16,WREF_008,WREF_008.basePlot.bgc,RELEASE-2023,distributed,evergreenForest,465.4,14.45,0.2765,5.095,4.4,2,0,0,0,0,0,0,0
BMI_HVNV5BGXJ_20S_09_0771,WREF_008-O-20200716-COMP,WREF_2020-07,2020,7,WREF,D16,WREF_008,WREF_008.basePlot.bgc,RELEASE-2023,distributed,evergreenForest,465.4,15.6,0.608,4.4,3.76,19.5,0,0,0,0,0,0,0
BMI_HVT2HBGXJ_20S_08_0648,PUUM_004-M-20200114-COMP,PUUM_2020-01,2020,1,PUUM,D20,PUUM_004,PUUM_004.basePlot.bgc,RELEASE-2023,distributed,evergreenForest,1100.7,15.7,3.123333333,5.166666667,4.796666667,4.033333333,0,0,0,0,0,0,0
BMI_HVT2HBGXJ_20S_08_0649,PUUM_006-O-20200106-COMP,PUUM_2020-01,2020,1,PUUM,D20,PUUM_006,PUUM_006.basePlot.bgc,RELEASE-2023,distributed,evergreenForest,1662.7,12.16666667,5.144,4.463333333,3.916666667,10.33333333,0,0,0,0,0,0,0
BMI_HVT2HBGXJ_20S_08_0650,PUUM_007-O-20200114-COMP,PUUM_2020-01,2020,1,PUUM,D20,PUUM_007,PUUM_007.basePlot.bgc,RELEASE-2023,distributed,evergreenForest,1099.5,15.46666667,3.852333333,5.16,4.69,8.9,0,0,0,0,0,0,0
BMI_HVT2HBGXJ_20S_08_0651,PUUM_010-O-20200106-COMP,PUUM_2020-01,2020,1,PUUM,D20,PUUM_010,PUUM_010.basePlot.bgc,RELEASE-2023,distributed,evergreenForest,1651.9,12.4,3.862,4.69,4.06,8.366666667,0,0,0,0,0,0,0
BMI_HVT2HBGXJ_20S_08_0652,PUUM_014-O-20200106-COMP,PUUM_2020-01,2020,1,PUUM,D20,PUUM_014,PUUM_014.basePlot.bgc,RELEASE-2023,distributed,evergreenForest,1763.9,11.4,4.296,4.733333333,4.09,8.866666667,0,0,0,0,0,0,0
BMI_HVT2HBGXJ_20S_08_0653,PUUM_015-O-20200114-COMP,PUUM_2020-01,2020,1,PUUM,D20,PUUM_015,PUUM_015.basePlot.bgc,RELEASE-2023,distributed,evergreenForest,1207.5,15.23333333,4.932,4.79,4.256666667,11.4,0,0,0,0,0,0,0
BMI_HVT2HBGXJ_20S_08_0654,PUUM_031-O-20200106-COMP,PUUM_2020-01,2020,1,PUUM,D20,PUUM_031,PUUM_031.basePlot.bgc,RELEASE-2023,tower,evergreenForest,1707.9,11.66666667,5.081333333,3.726666667,3.5,14.86666667,0,0,0,0,0,0,0
BMI_HVT2HBGXJ_20S_08_0655,PUUM_034-O-20200106-COMP,PUUM_2020-01,2020,1,PUUM,D20,PUUM_034,PUUM_034.basePlot.bgc,RELEASE-2023,tower,evergreenForest,1646.6,11.86666667,5.212666667,3.703333333,3.336666667,12.03333333,0,0,0,0,0,0,0
BMI_HVT2HBGXJ_20S_08_0656,PUUM_036-O-20200113-COMP,PUUM_2020-01,2020,1,PUUM,D20,PUUM_036,PUUM_036.basePlot.bgc,RELEASE-2023,tower,evergreenForest,1747.9,12.73333333,4.603,4.956666667,4.406666667,7.966666667,0,0,0,0,0,0,0
BMI_HVT2HBGXJ_20S_08_0657,PUUM_040-O-20200113-COMP,PUUM_2020-01,2020,1,PUUM,D20,PUUM_040,PUUM_040.basePlot.bgc,RELEASE-2023,tower,evergreenForest,1723.1,13.06666667,5.318333333,4.063333333,3.63,19.33333333,0,0,0,0,0,0,0
BMI_HVT2HBGXJ_20S_08_0658,BLAN_001-M-20200714-COMP,BLAN_2020-07,2020,7,BLAN,D02,BLAN_001,BLAN_001.basePlot.bgc,RELEASE-2023,distributed,deciduousForest,128.3,20.95,0.14725,6.625,6.2875,3.825,1.8875,-13.375,0.105,0.66125,0,0.125,0.2155
BMI_HVT2HBGXJ_20S_08_0659,BLAN_003-M-20200716-COMP,BLAN_2020-07,2020,7,BLAN,D02,BLAN_003,BLAN_003.basePlot.bgc,RELEASE-2023,distributed,pastureHay,121.8,23.2,0.106333333,6.41,5.7,4.033333333,2.416666667,-12.6,0.066666667,0.408333333,0,0.128666667,0.028333333
BMI_HVT2HBGXJ_20S_08_0660,BLAN_004-M-20200715-COMP,BLAN_2020-07,2020,7,BLAN,D02,BLAN_004,BLAN_004.basePlot.bgc,RELEASE-2023,distributed,pastureHay,128.4,21.85,0.11525,6.06,5.1525,3.9,2.625,-12.7,0.0675,0.48125,0,0.2405,0.12075
BMI_HVT2HBGXJ_20S_08_0661,BLAN_005-M-20200713-COMP,BLAN_2020-07,2020,7,BLAN,D02,BLAN_005,BLAN_005.basePlot.bgc,RELEASE-2023,distributed,deciduousForest,137.4,20.53333333,0.121666667,5.71,4.913333333,4,1.933333333,-13.36666667,0.073333333,0.763333333,0,0.225,0.054333333
BMI_HVT2HBGXJ_20S_08_0662,BLAN_006-M-20200715-COMP,BLAN_2020-07,2020,7,BLAN,D02,BLAN_006,BLAN_006.basePlot.bgc,RELEASE-2023,distributed,pastureHay,154.4,25.26666667,0.108,6.056666667,4.966666667,4,2.25,-12.95,0.055,0.488333333,0,0.179333333,0.055333333
BMI_HVT2HBGXJ_20S_08_0663,BLAN_007-M-20200713-COMP,BLAN_2020-07,2020,7,BLAN,D02,BLAN_007,BLAN_007.basePlot.bgc,RELEASE-2023,distributed,deciduousForest,156.3,20.3,0.219666667,6.796666667,6.046666667,4,1.816666667,-13.4,0.095,1.226666667,0,0.205666667,0.820333333
BMI_HVT2HBGXJ_20S_08_0664,BLAN_031-M-20200713-COMP,BLAN_2020-07,2020,7,BLAN,D02,BLAN_031,BLAN_031.basePlot.bgc,RELEASE-2023,tower,cultivatedCrops,183.1,25.7,0.074,5.966666667,5.083333333,3.933333333,3.183333333,-11.76666667,0.065,0.528333333,0,0.622333333,0.172666667
BMI_HVT2HBGXJ_20S_08_0665,BLAN_032-M-20200714-COMP,BLAN_2020-07,2020,7,BLAN,D02,BLAN_032,BLAN_032.basePlot.bgc,RELEASE-2023,tower,shrubScrub,184.7,20.73333333,0.103333333,6.266666667,5.353333333,4,2.483333333,-13.18333333,0.063333333,0.573333333,0,0.183,0.030666667
BMI_HVT2HBGXJ_20S_08_0666,BLAN_033-M-20200713-COMP,BLAN_2020-07,2020,7,BLAN,D02,BLAN_033,BLAN_033.basePlot.bgc,RELEASE-2023,tower,cultivatedCrops,184.6,31.6,0.084333333,6.146666667,5.356666667,3.966666667,2.916666667,-11.56666667,0.046666667,0.336666667,0,0.177666667,0.63
BMI_HVT2HBGXJ_20S_08_0667,BLAN_038-M-20200714-COMP,BLAN_2020-07,2020,7,BLAN,D02,BLAN_038,BLAN_038.basePlot.bgc,RELEASE-2023,tower,cultivatedCrops,181.9,24.075,0.078,6.4075,5.36,3.925,3.225,-11.6,0.06,0.465,0,0.40175,0.77675
BMI_HVT2HBGXJ_20S_08_0668,SCBI_003-M-20200720-COMP,SCBI_2020-07,2020,7,SCBI,D02,SCBI_003,SCBI_003.basePlot.bgc,RELEASE-2023,distributed,deciduousForest,566,21.56666667,0.238666667,5.823333333,5.206666667,4,0,0,0,0,0,0,0
BMI_HVT2HBGXJ_20S_08_0669,SCBI_004-M-20200720-COMP,SCBI_2020-07,2020,7,SCBI,D02,SCBI_004,SCBI_004.basePlot.bgc,RELEASE-2023,distributed,deciduousForest,309.4,22.13333333,0.223,6.736666667,6.16,4,0,0,0,0,0,0,0
BMI_HVT2HBGXJ_20S_08_0670,SCBI_005-M-20200720-COMP,SCBI_2020-07,2020,7,SCBI,D02,SCBI_005,SCBI_005.basePlot.bgc,RELEASE-2023,distributed,deciduousForest,270.7,15.4,0.153,6.353333333,5.813333333,4,0,0,0,0,0,0,0
BMI_HVT2HBGXJ_20S_08_0671,SCBI_006-M-20200720-COMP,SCBI_2020-07,2020,7,SCBI,D02,SCBI_006,SCBI_006.basePlot.bgc,RELEASE-2023,distributed,pastureHay,297.9,25.2,0.189666667,5.97,5.516666667,4,0,0,0,0,0,0,0
BMI_HVT2HBGXJ_20S_08_0672,SCBI_008-M-20200721-COMP,SCBI_2020-07,2020,7,SCBI,D02,SCBI_008,SCBI_008.basePlot.bgc,RELEASE-2023,distributed,deciduousForest,336.7,22,0.188666667,6.346666667,5.806666667,4,0,0,0,0,0,0,0
BMI_HVT2HBGXJ_20S_08_0673,SCBI_010-M-20200720-COMP,SCBI_2020-07,2020,7,SCBI,D02,SCBI_010,SCBI_010.basePlot.bgc,RELEASE-2023,distributed,deciduousForest,491.9,23.56666667,0.232666667,6.326666667,5.833333333,4,0,0,0,0,0,0,0
BMI_HVT2HBGXJ_20S_08_0674,SCBI_045-M-20200721-COMP,SCBI_2020-07,2020,7,SCBI,D02,SCBI_045,SCBI_045.basePlot.bgc,RELEASE-2023,tower,deciduousForest,358.9,21.6,0.152666667,6.913333333,6.15,4,0,0,0,0,0,0,0
BMI_HVT2HBGXJ_20S_08_0675,SCBI_047-M-20200721-COMP,SCBI_2020-07,2020,7,SCBI,D02,SCBI_047,SCBI_047.basePlot.bgc,RELEASE-2023,tower,deciduousForest,392.4,22.1,0.237666667,6.946666667,6.436666667,4,0,0,0,0,0,0,0
BMI_HVT2HBGXJ_20S_08_0676,SCBI_049-M-20200721-COMP,SCBI_2020-07,2020,7,SCBI,D02,SCBI_049,SCBI_049.basePlot.bgc,RELEASE-2023,tower,deciduousForest,364.6,21.1,0.139333333,5.336666667,4.863333333,4,0,0,0,0,0,0,0
BMI_HVT2HBGXJ_20S_08_0677,SCBI_067-M-20200721-COMP,SCBI_2020-07,2020,7,SCBI,D02,SCBI_067,SCBI_067.basePlot.bgc,RELEASE-2023,tower,deciduousForest,412.2,21.8,0.235333333,6.636666667,6.09,4,0,0,0,0,0,0,0
BMI_HVT2HBGXJ_20S_08_0678,TALL_001-M-20200713-COMP,TALL_2020-07,2020,7,TALL,D08,TALL_001,TALL_001.basePlot.bgc,RELEASE-2023,distributed,deciduousForest,100.3,23.23333333,0.155666667,4.703333333,4.006666667,1.966666667,0,0,0,0,0,0,0
BMI_HVT2HBGXJ_20S_08_0679,TALL_002-M-20200708-COMP,TALL_2020-07,2020,7,TALL,D08,TALL_002,TALL_002.basePlot.bgc,RELEASE-2023,distributed,mixedForest,114.9,23.23333333,0.235666667,5.016666667,4.27,2,0,0,0,0,0,0,0
BMI_HVT2HBGXJ_20S_08_0680,TALL_003-M-20200709-COMP,TALL_2020-07,2020,7,TALL,D08,TALL_003,TALL_003.basePlot.bgc,RELEASE-2023,distributed,mixedForest,120.8,25.06666667,0.141666667,5.313333333,4.53,1.966666667,0,0,0,0,0,0,0
BMI_HVT2HBGXJ_20S_08_0681,TALL_004-M-20200707-COMP,TALL_2020-07,2020,7,TALL,D08,TALL_004,TALL_004.basePlot.bgc,RELEASE-2023,distributed,evergreenForest,132.2,24.8,0.122,4.89,4.096666667,2,0,0,0,0,0,0,0
BMI_HVT2HBGXJ_20S_08_0682,TALL_006-M-20200709-COMP,TALL_2020-07,2020,7,TALL,D08,TALL_006,TALL_006.basePlot.bgc,RELEASE-2023,distributed,evergreenForest,99,24.06666667,0.126333333,5.193333333,4.473333333,1.966666667,0,0,0,0,0,0,0
BMI_HVT2HBGXJ_20S_08_0683,TALL_007-M-20200708-COMP,TALL_2020-07,2020,7,TALL,D08,TALL_007,TALL_007.basePlot.bgc,RELEASE-2023,distributed,deciduousForest,83.9,23.66666667,0.179666667,4.956666667,4.156666667,2,0,0,0,0,0,0,0
BMI_HVT2HBGXJ_20S_08_0684,TALL_044-M-20200707-COMP,TALL_2020-07,2020,7,TALL,D08,TALL_044,TALL_044.basePlot.bgc,RELEASE-2023,tower,evergreenForest,129.1,26.26666667,0.097,5.173333333,4.34,2,0,0,0,0,0,0,0
BMI_HVT2HBGXJ_20S_08_0685,TALL_047-M-20200708-COMP,TALL_2020-07,2020,7,TALL,D08,TALL_047,TALL_047.basePlot.bgc,RELEASE-2023,tower,evergreenForest,137.2,23.83333333,0.228666667,4.92,4.3,2.033333333,0,0,0,0,0,0,0
BMI_HVT2HBGXJ_20S_08_0686,TALL_051-M-20200708-COMP,TALL_2020-07,2020,7,TALL,D08,TALL_051,TALL_051.basePlot.bgc,RELEASE-2023,tower,mixedForest,116.8,24.16666667,0.256333333,4.73,4.12,2,0,0,0,0,0,0,0
BMI_HVT2HBGXJ_20S_08_0687,TALL_054-M-20200707-COMP,TALL_2020-07,2020,7,TALL,D08,TALL_054,TALL_054.basePlot.bgc,RELEASE-2023,tower,evergreenForest,123.3,25.43333333,0.115333333,4.703333333,3.993333333,2.033333333,0,0,0,0,0,0,0
BMI_HVT2HBGXJ_20S_08_0688,ORNL_001-M-20200601-COMP,ORNL_2020-06,2020,6,ORNL,D07,ORNL_001,ORNL_001.basePlot.bgc,RELEASE-2023,distributed,deciduousForest,244.7,17.86666667,0.236,4.583333333,3.903333333,4.066666667,0,0,0,0,0,0,0
BMI_HVT2HBGXJ_20S_08_0689,ORNL_002-M-20200603-COMP,ORNL_2020-06,2020,6,ORNL,D07,ORNL_002,ORNL_002.basePlot.bgc,RELEASE-2023,distributed,deciduousForest,308.2,18.75,0.186,4.665,4.025,4,0,0,0,0,0,0,0
BMI_HVT2HBGXJ_20S_08_0690,ORNL_002-O-20200603-COMP,ORNL_2020-06,2020,6,ORNL,D07,ORNL_002,ORNL_002.basePlot.bgc,RELEASE-2023,distributed,deciduousForest,308.2,18.5,1.252,4.01,3.41,19.4,0,0,0,0,0,0,0
BMI_HVT2HBGXJ_20S_08_0691,ORNL_003-M-20200603-COMP,ORNL_2020-06,2020,6,ORNL,D07,ORNL_003,ORNL_003.basePlot.bgc,RELEASE-2023,distributed,deciduousForest,260.1,18.45,0.27,5.055,4.23,4.15,0,0,0,0,0,0,0
BMI_HVT2HBGXJ_20S_08_0692,ORNL_003-O-20200603-COMP,ORNL_2020-06,2020,6,ORNL,D07,ORNL_003,ORNL_003.basePlot.bgc,RELEASE-2023,distributed,deciduousForest,260.1,18.4,2.073,4.46,3.69,19.7,0,0,0,0,0,0,0
BMI_HVT2HBGXJ_20S_08_0693,ORNL_004-M-20200601-COMP,ORNL_2020-06,2020,6,ORNL,D07,ORNL_004,ORNL_004.basePlot.bgc,RELEASE-2023,distributed,deciduousForest,293.1,17.6,0.23,4.87,4.21,3.9,0,0,0,0,0,0,0
BMI_HVT2HBGXJ_20S_08_0694,ORNL_004-O-20200601-COMP,ORNL_2020-06,2020,6,ORNL,D07,ORNL_004,ORNL_004.basePlot.bgc,RELEASE-2023,distributed,deciduousForest,293.1,17.65,1.1575,4.065,3.25,18.7,0,0,0,0,0,0,0
BMI_HVT2HBGXJ_20S_08_0695,ORNL_006-M-20200603-COMP,ORNL_2020-06,2020,6,ORNL,D07,ORNL_006,ORNL_006.basePlot.bgc,RELEASE-2023,distributed,deciduousForest,280.7,18.93333333,0.230333333,5.506666667,4.78,4,0,0,0,0,0,0,0
BMI_HVT2HBGXJ_20S_08_0696,ORNL_027-M-20200601-COMP,ORNL_2020-06,2020,6,ORNL,D07,ORNL_027,ORNL_027.basePlot.bgc,RELEASE-2023,distributed,evergreenForest,246.2,18.26666667,0.242333333,5.306666667,4.573333333,3.966666667,0,0,0,0,0,0,0
BMI_HVT2HBGXJ_20S_08_0697,ORNL_043-M-20200602-COMP,ORNL_2020-06,2020,6,ORNL,D07,ORNL_043,ORNL_043.basePlot.bgc,RELEASE-2023,tower,deciduousForest,322.2,18.53333333,0.207,4.783333333,4.093333333,3.966666667,0,0,0,0,0,0,0
BMI_HVT2HBGXJ_20S_08_0698,ORNL_046-M-20200602-COMP,ORNL_2020-06,2020,6,ORNL,D07,ORNL_046,ORNL_046.basePlot.bgc,RELEASE-2023,tower,deciduousForest,338.5,18.03333333,0.207,5.03,4.353333333,3.9,0,0,0,0,0,0,0
BMI_HVT2HBGXJ_20S_08_0699,ORNL_049-M-20200602-COMP,ORNL_2020-06,2020,6,ORNL,D07,ORNL_049,ORNL_049.basePlot.bgc,RELEASE-2023,tower,deciduousForest,315.6,17,0.209,5.15,4.42,4,0,0,0,0,0,0,0
BMI_HVT2HBGXJ_20S_08_0700,ORNL_053-M-20200602-COMP,ORNL_2020-06,2020,6,ORNL,D07,ORNL_053,ORNL_053.basePlot.bgc,RELEASE-2023,tower,deciduousForest,316,18.13333333,0.232,5.193333333,4.44,3.966666667,0,0,0,0,0,0,0
BMI_HVT2HBGXJ_20S_08_0701,OSBS_005-O-20200706-COMP,OSBS_2020-07,2020,7,OSBS,D03,OSBS_005,OSBS_005.basePlot.bgc,RELEASE-2023,distributed,woodyWetlands,28.8,25.56666667,3.604333333,3.69,2.813333333,11.96666667,0,0,0,0,0,0,0
BMI_HVT2HBGXJ_20S_08_0702,OSBS_026-M-20200708-COMP,OSBS_2020-07,2020,7,OSBS,D03,OSBS_026,OSBS_026.basePlot.bgc,RELEASE-2023,tower,evergreenForest,42.8,29.26666667,0.064,5.813333333,4.473333333,2,0,0,0,0,0,0,0
BMI_HVT2HBGXJ_20S_08_0703,OSBS_027-M-20200708-COMP,OSBS_2020-07,2020,7,OSBS,D03,OSBS_027,OSBS_027.basePlot.bgc,RELEASE-2023,tower,evergreenForest,41.4,28.33333333,0.059666667,5.566666667,4.426666667,2,0,0,0,0,0,0,0
BMI_HVT2HBGXJ_20S_08_0704,OSBS_029-M-20200708-COMP,OSBS_2020-07,2020,7,OSBS,D03,OSBS_029,OSBS_029.basePlot.bgc,RELEASE-2023,tower,evergreenForest,44.2,28.56666667,0.050666667,5.363333333,4.28,2,0,0,0,0,0,0,0
BMI_HVT2HBGXJ_20S_08_0705,OSBS_031-M-20200708-COMP,OSBS_2020-07,2020,7,OSBS,D03,OSBS_031,OSBS_031.basePlot.bgc,RELEASE-2023,tower,evergreenForest,43.8,26.9,0.058,5.646666667,4.52,2,0,0,0,0,0,0,0
BMI_HVT2HBGXJ_20S_08_0706,OSBS_063-M-20200706-COMP,OSBS_2020-07,2020,7,OSBS,D03,OSBS_063,OSBS_063.basePlot.bgc,RELEASE-2023,distributed,mixedForest,39.2,26.96666667,0.519666667,5.923333333,4.763333333,2,0,0,0,0,0,0,0
BMI_HY5W2BGXG_Plate19S_31WellA2,WOOD_044-M-20190716-COMP,WOOD_2019-07,2019,7,WOOD,D09,WOOD_044,WOOD_044.basePlot.bgc,RELEASE-2023,tower,grasslandHerbaceous,586.4,22.13333333,0.227,7.463333333,6.92,2,0,0,0,0,0,0,0
BMI_HY5W2BGXG_Plate19S_31WellA3,YELL_001-M-20190821-COMP,YELL_2019-08,2019,8,YELL,D12,YELL_001,YELL_001.basePlot.bgc,RELEASE-2023,distributed,shrubScrub,1902.9,13.53333333,0.13,5.956666667,5.346666667,2,0,0,0,0,0,0,0
BMI_HY5W2BGXG_Plate19S_31WellA4,JERC_001-M-20190729-COMP,JERC_2019-07,2019,7,JERC,D03,JERC_001,JERC_001.basePlot.bgc,RELEASE-2023,distributed,deciduousForest,38.6,26.55,0.06675,5.9575,4.87,2,4.475,-24.3,0.0325,0.685,19.625,0.0665,0.06625
BMI_HY5W2BGXG_Plate19S_31WellA5,JERC_002-M-20190730-COMP,JERC_2019-07,2019,7,JERC,D03,JERC_002,JERC_002.basePlot.bgc,RELEASE-2023,distributed,evergreenForest,48.5,24.175,0.07425,6.2225,5.155,2,3.3,-26.775,0.035,1.03,30.05,0.0635,0.06825
BMI_HY5W2BGXG_Plate19S_31WellA6,BONA_084-M-20190830-COMP,BONA_2019-08,2019,8,BONA,D19,BONA_084,BONA_084.basePlot.bgc,RELEASE-2023,tower,deciduousForest,263.5,8.066666667,0.259333333,5.24,4.403333333,2,4.033333333,-27.66666667,0.143333333,2.863333333,20.4,0.050333333,0.058333333
BMI_HY5W2BGXG_Plate19S_31WellB2,WOOD_045-M-20190717-COMP,WOOD_2019-07,2019,7,WOOD,D09,WOOD_045,WOOD_045.basePlot.bgc,RELEASE-2023,tower,grasslandHerbaceous,593.2,20.63333333,0.327666667,8.143333333,7.643333333,2,0,0,0,0,0,0,0
BMI_HY5W2BGXG_Plate19S_31WellB3,YELL_002-M-20190819-COMP,YELL_2019-08,2019,8,YELL,D12,YELL_002,YELL_002.basePlot.bgc,RELEASE-2023,distributed,shrubScrub,2125.1,20.66666667,0.125666667,6.236666667,5.463333333,2,0,0,0,0,0,0,0
BMI_HY5W2BGXG_Plate19S_31WellB4,JERC_003-M-20190729-COMP,JERC_2019-07,2019,7,JERC,D03,JERC_003,JERC_003.basePlot.bgc,RELEASE-2023,distributed,deciduousForest,35.6,25.33333333,0.055666667,6.06,5.07,2,3.3,-26.23333333,0.056666667,0.94,16.8,0.089333333,0.093666667
BMI_HY5W2BGXG_Plate19S_31WellB5,OSBS_001-O-20190702-COMP,OSBS_2019-07,2019,7,OSBS,D03,OSBS_001,OSBS_001.basePlot.bgc,RELEASE-2023,distributed,woodyWetlands,31,24,0.665666667,4.23,3.276666667,5.333333333,0,0,0,0,0,0,0
BMI_HY5W2BGXG_Plate19S_31WellB6,BONA_084-O-20190830-COMP,BONA_2019-08,2019,8,BONA,D19,BONA_084,BONA_084.basePlot.bgc,RELEASE-2023,tower,deciduousForest,263.5,8.066666667,1.372666667,5.196666667,4.576666667,6.633333333,2.566666667,-28.36666667,1.67,36.97,22.06666667,0.153666667,0.024666667
BMI_HY5W2BGXG_Plate19S_31WellC2,WOOD_003-M-20190717-COMP,WOOD_2019-07,2019,7,WOOD,D09,WOOD_003,WOOD_003.basePlot.bgc,RELEASE-2023,distributed,grasslandHerbaceous,585.7,21.23333333,0.311333333,7.486666667,6.883333333,2,0,0,0,0,0,0,0
BMI_HY5W2BGXG_Plate19S_31WellC3,YELL_003-M-20190821-COMP,YELL_2019-08,2019,8,YELL,D12,YELL_003,YELL_003.basePlot.bgc,RELEASE-2023,distributed,shrubScrub,2120.8,18.8,0.063,6.376666667,5.59,2,0,0,0,0,0,0,0
BMI_HY5W2BGXG_Plate19S_31WellC4,JERC_004-M-20190730-COMP,JERC_2019-07,2019,7,JERC,D03,JERC_004,JERC_004.basePlot.bgc,RELEASE-2023,distributed,cultivatedCrops,44.8,26.875,0.04,5.715,4.515,2,4.425,-25.05,0.045,0.905,20.075,0.03725,0.0825
BMI_HY5W2BGXG_Plate19S_31WellC5,OSBS_002-M-20190701-COMP,OSBS_2019-07,2019,7,OSBS,D03,OSBS_002,OSBS_002.basePlot.bgc,RELEASE-2023,distributed,evergreenForest,31.5,28.26666667,0.052,5.576666667,4.446666667,2,0,0,0,0,0,0,0
